institution,instnm,city,institution_state,inst_level,fips
1077905,Porter and Chester Institute - Chicopee,Chicopee,MA,I,25
1077906,Porter and Chester Institute - Worcester,Worcester,MA,I,25
1077907,Porter and Chester Institute - Chicopee 2,Chicopee,MA,I,25
1077908,Porter and Chester Institute - Stratford 2,Stratford,CT,I,9
1077909,Porter and Chester Institute - Watertown 2,Watertown,CT,I,9
1077910,Porter and Chester Institute - Rocky Hill,Rocky Hill,CT,I,9
1077911,Porter and Chester Institute - Watertown 3,Watertown,CT,I,9
1077912,Porter and Chester Institute - Stratford 3,Stratford,CT,I,9
1077913,Porter and Chester Institute - Chicopee 3,Chicopee,MA,I,25
1077914,Porter and Chester Institute - Canton,Canton,MA,I,25
1077915,Porter and Chester Institute - Westborough 2,Westborough,MA,I,25
1077916,Porter and Chester Institute - Woburn,Woburn,MA,I,25
1077917,Porter and Chester Institute - New London,New London,CT,I,9
1078000,Holliston Junior College,Holliston,MA,I,25
1078100,New England Inst of Applied Arts & Sciences,Boston,MA,I,25
1078300,Patricia Stevens Fashion  & Business College,Omaha,NE,I,31
1078400,Spokane Community College District 17 Office,Spokane,WA,I,53
1078500,Universita Degli Studi De Torino,Torino,,I,
1078600,Scuola Normale Superiore di Pisa,Italy,,I,
1078800,Maryknoll College Foundation,Quezon City,,I,
1078900,University of Oxford - Worcester College,Oxford,,I,
1079000,London College of Printing,England,,I,
1079200,City and Guilds of London Art School,London,,I,
1079400,Bristol Old Vic Theatre School,Bristol,,I,
1079500,Warszawski Uniwersytet Medyczny,Warsaw,,I,
1079600,Karlsruher Institut für Technologie,Karlsruhe,,I,
1079700,"National University of Ireland, Maynooth",Maynooth,,I,
1079701,"National University of Ireland, Maynooth - Kilkenny Campus",Kilkenny,,I,
1079800,Queens Univ of Belfast,Northern Ireland,,I,
1080000,Fac of Med & Chirurgia Di Bologna,Italy,,I,
1080100,Háskóli Íslands / University of Iceland,101 Reyjavik,,I,
1080300,Semmelweis University,Budapest,,I,
1080800,Branell Inst,Colg Park,GA,I,13
1080801,Branch Campus,Decatur,GA,I,13
1080802,Branell Colg,Memphis,TN,I,47
1080803,Branch Campus,Norcross,GA,I,13
1080804,Classroom Facility,Atlanta,GA,I,13
1080805,Branch Campus,Chattanooga,TN,I,47
1080806,Branch Campus,Houston,TX,I,48
1080900,Rush Presbyterian St Lukes Hospital School of Anethesia,Chicago,IL,I,17
1081000,Commercial College of Baton Rouge,Baton Rouge,LA,I,22
1081001,Branch Campus,Alexandria,LA,I,22
1081100,Loretto Hospital School of Xray Technology,New Ulm,MN,I,27
1081200,UMDNJ - Rutgers Medical School,New Brunswick,NJ,I,34
1081300,American Academy McAllister Institute,New York,NY,I,36
1081400,Pittsburgh Institute of Mortuary Science,Pittsburgh,PA,I,42
1081500,Cumberland School of Medical Techlgy (Closed),Nashville,TN,I,47
1081600,Kingston University,Kingston Upon Thames,,I,
1081601,Kingston University -,Kingston upon Thames,,I,
1081602,Kingston University -,London,,I,
1081900,Conservatorio De Música De Puerto Rico,San Juan,PR,I,72
1082100,American College,Fayetteville,AR,I,5
1082101,American College,Jackson,MS,I,28
1082102,American College,San Antonio,TX,I,48
1082103,American College,Shreveport,LA,I,22
1082104,American College,Prichard,AL,I,1
1082105,American College,Baton Rouge,LA,I,22
1082106,American College,Vicksburg,MS,I,28
1082107,American College,Charlotte,NC,I,37
1082200,Virginia School of Hair Design,Hampton,VA,I,51
1082300,Santa Barbara Art Inst,Santa Barbara,CA,I,6
1082400,LA State University Dental School,New Orleans,LA,I,22
1082500,Los Angeles Cty Harbor- UCLA Medical Center School of Medical Techlgy,Torrance,CA,I,6
1082600,Tom P. Haney Technical Center,Panama City,FL,I,12
1082700,David Pressley Professional School of Cosmetology,Royal Oak,MI,I,26
1082701,David Pressley Professional School of Cosmetology - Downriver,Taylor,MI,I,26
1082800,Wichita General Hospital School of Anesthesia,Wichita Falls,TX,I,48
1082900,Europa Inst,Netherlands,,I,
1083000,Intrntl Inst for Aero Space Survey & Earth Sci,Enschede,,I,
1083100,New College of California,San Francisco,CA,I,6
1083101,New College of California - Science Institute,Whittier,CA,I,6
1083102,New College of California - Logan College of Chiroprotic,Saint Louis,,I,
1083103,New College of California -,San Francisco,CA,I,6
1083200,Western State University College of Law,Fullerton,CA,I,6
1083201,Western State University College of Law,Irvine,CA,I,6
1083202,Western State University College of Law-,,,I,
1083203,Western State University College of Law -,Fullerton,CA,I,6
1083400,Metropolitan Medical Center School of Radiologic Technology (Closed),Minneapolis,MN,I,27
1083500,Paul C Hayes Technical School,Grove City,OH,I,39
1083600,Pivot Point Academy,Bloomingdale,IL,I,17
1083601,Pivot Point Academy - Bloomingdale,Bloomingdale,IL,I,17
1083602,Pivot Point International Cosmetology Research Center - Huntsville,Huntsville,AL,I,1
1083603,Pivot Point Academy - Pivot Point Academy,Chicago,IL,I,17
1083604,Pivot Point Academy - Evanston,Evanston,IL,I,17
1083700,Simmons Institute of Funeral Service,Syracuse,NY,I,36
1083800,University of Bergen (UiB),Bergen,,I,
1084000,Heinrich-Heine-Universitat Dusseldorf,Dusseldorf,,I,
1084100,Schola Cantorum Basiliensis (C/O Musik-Akademie Der Stadt Basel),Basel,,I,
1084200,Univ de Madrid Fac de Politicas,Spain,,I,
1084300,O'Sullivan College,Montreal,,I,
1084500,Career Beauty College,Laramie,WY,I,56
1084600,National Education Center National Institute of Technology Campus,Homewood,AL,I,1
1084700,Arizona Automotive Institute,Glendale,AZ,I,4
1084701,Arizona Automotive Institute,Phoenix,AZ,I,4
1084702,Arizona Automotive Institute - South Texas Vocational Technical Instit,San Antonio,TX,I,48
1084800,Ouachita Technical School,Hot Springs,AR,I,5
1084900,Fashion IV Limited Denver Fin & Modeling,Denver,CO,I,8
1085100,Branford Hall Career Institute,Parsippany,NJ,I,34
1085101,Branford Hall Career Institute - Jersey City,Jersey City,NJ,I,34
1085102,Branford Hall Career Institute - North Brunswick,Hamilton,NJ,I,34
1085103,Chubb Institute,New York,NY,I,36
1085104,Chubb Institute -Chubb Institute(Additional Location),Iselin,NJ,I,34
1085300,Raleigh School of Data Processing,Raliegh,NC,I,37
1085400,Thomas Jefferson School of Law,San Diego,CA,I,6
1085401,Thomas Jefferson School of Law - Orange County,Fullerton,,I,
1085700,American College in Jerusalem,New York,NY,I,36
1085800,Avalon School of Cosmetology,Mesa,AZ,I,4
1085801,Avalon School of Cosmetology - Phoenix,Phoenix,AZ,I,4
1085802,Avalon School of Cosmetology - Layton,Layton,UT,I,49
1085900,Barclay Career School,Washington,DC,I,11
1085901,Branch Location,Washington,DC,I,11
1085902,Branch Locatio,Baltimore,MD,I,24
1085903,Branch Location,Norfolk,VA,I,51
1085904,Branch Location,Jacksonville,FL,I,12
1086000,Greater Altoona Career & Technology Center,Altoona,PA,I,42
1086001,Greater Altoona Career & Technology Center - Hort & Env Sci Program,Altoona,PA,I,42
1086100,West Virginia Business College,Wheeling,WV,I,54
1086101,West Virginia Business College - Nutter Fort,Nutter Fort,WV,I,54
1086102,West Virginia Business College,Paintsville,KY,I,21
1086103,West Virginia Business College,Lexington,KY,I,21
1086300,Univ of Saarlandes-Homburg Med Clin,West Germany,,I,
1086400,University of Dundee,Dundee,,I,
1086401,University of Dundee - Medical School,Dundee,,I,
1086500,Autonomus Univ State of Mexico,Mexico,,I,
1086600,University of Oxford - Magdalen College,Oxford,,I,
1086700,University of Oxford - St John's College,Oxford,,I,
1086800,Univ of Paris Lanques Orien Vivante,France,,I,
1086900,Temple University Law School,Philadelphia,PA,I,42
1087200,Temple University Pharamacy School,Philadelphia,PA,I,42
1087700,American Business Institute,Hawthorne,CA,I,6
1087701,Branch Campus,Los Angeles,CA,I,6
1087702,Branch Campus,Los Angeles,CA,I,6
1087703,Branch Campus,Lawndale,CA,I,6
1087704,Branch Campus,Long Beach,CA,I,6
1087705,Classroom Facility,Baldwin Park,CA,I,6
1087800,College of Ganado,Ganado,AZ,I,4
1087900,Richland Community College,Decatur,IL,I,17
1088000,Chatfield College,Saint Martin,OH,I,39
1088001,Chatfield College - Cincinnati Branch,Cincinnati,OH,I,39
1088100,Stark State College,North Canton,OH,I,39
1088101,Stark State College - Automotive Center,North Canton,OH,I,39
1088102,Stark State College - Alliance Satellite Campus,Alliance,OH,I,39
1088103,Stark State College - Carrollton Satellite Campus,Carrollton,OH,I,39
1088104,Stark State College- Downtown Canton Satellite Campus,Canton,OH,I,39
1088105,Stark State College - Early College High School,Canton,OH,I,39
1088106,Stark State College - Mercy Medical Center,Canton,OH,I,39
1088107,Stark State College - Massillon Center,Massillon,OH,I,39
1088108,Stark State College - Alliance Community Hospital-Nursing Program,Alliance,OH,I,39
1088109,Stark State College - Wayne College Campus,Orrville,OH,I,39
1088110,Stark State College - Wayne County Schools Career Center,Smithville,OH,I,39
1088111,Stark State College - Barberton Satellite Campus,Barberton,OH,I,39
1088112,Stark State College - Canton Automotive Technology Center,Canton,OH,I,39
1088113,Lorain County Community College,Brunswick,OH,I,39
1088114,Stark State College - Akron,Akron,OH,I,39
1088115,Stark State College - Akron West,Akron,OH,I,39
1088116,Stark State College - Well Site Training Center,Canton,OH,I,39
1088117,Stark State College - Associated Builders and Contractors,North Canton,OH,I,39
1088118,"Stark State College - Plumbers and Pipefitters, Canton",Canton,OH,I,39
1088119,"Stark State College - Plumbers and Pipefitters, Akron",Akron,OH,I,39
1088120,Stark State College - Circleville Juvenile Correctional Facility,Circleville,OH,I,39
1088121,Stark State College - Indian River Juvenile Correctional Facility,Massillon,OH,I,39
1088122,Stark State College - Cuyahoga Hills Correctional Facility,Highland Hills,OH,I,39
1088123,Stark State College - Commercial Driver's License Training Center,Akron,OH,I,39
1088400,Aviation Training Enterprises of California,Santa Monica,CA,I,6
1088500,Deloux Schools of Cosmetology/Vista,Vista,CA,I,6
1088600,Amore Institute of Hair Design,West Haven,CT,I,9
1088700,Connecticut Business Institute,Stratford,CT,I,9
1088701,Branch Campus,North Haven,CT,I,9
1088702,Conn Business Inst,East Hartford,CT,I,9
1088800,"Saint Vincents Medical Center, School of Medical Technology",Jacksonville,FL,I,12
1088900,Bayfront Medical Center School of Radiologic Techlgy,St Petersburg,FL,I,12
1089000,Grady Memorial Hospital School of Medical Techlgy,Atlanta,GA,I,13
1089100,Interstate Techl Inst,Ft Wayne,IN,I,18
1089400,Rexs Academy of Beauty,Davenport,IA,I,19
1089500,Somerset Beauty College,Somerset,KY,I,21
1089600,Computer & Business Management Education Ctr,Baton Rouge,LA,I,22
1089700,Patricia Stevens Career School,Baltimore,MD,I,24
1089800,Chic University of Cosmetology,Ann Arbor,MI,I,26
1089900,Cosmetology Training Center,Chicago,IL,I,17
1090000,Aladden Beauty School,Kansas City,MO,I,29
1090100,A B C Beauticians University of Las Vegas,Las Vegas,NV,I,32
1090200,Sawyer School of Elizabeth,Elizabeth,NJ,I,34
1090300,Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,I,34
1090400,Misericordia Hospital School of Rady Techlgy,Bronx,NY,I,36
1090500,Group Relations Ongoing Workshops,New York,NY,I,36
1090600,Cincinnati College of Mortuary Science,Cincinnati,OH,I,39
1090700,Business Careers Institute,Greensburg,PA,I,42
1090800,Conemaugh Valley Memorial Hospital School of Radiologic Technical,Johnstown,PA,I,42
1090900,Concorde Career Inst,Dallas,TX,I,48
1090901,Branch Campus,Houston,TX,I,48
1090902,Branch Campus,Houston,TX,I,48
1091000,Cascade Business College,Bellingham,WA,I,53
1091001,Branch Campus,Lynnwood,WA,I,53
1091200,Rickay Careers-Home Study,Northfield,IL,I,17
1091300,Madison Media Institute,Madison,WI,I,55
1091301,Madison Media Institute -,Madison,WI,I,55
1091302,Madison Media Institute - Minneapolis Media Institute,Edina,MN,I,27
1091303,Madison Media Institute - Rockford Career College,Rockford,IL,I,17
1091304,Madison Media Institute - Rockford Career College Madison,Madison,WI,I,55
1091305,Madison Media Institute - Rockford Career College Minneapolis,Edina,MN,I,27
1091400,Monash University,Clayton,,I,
1091401,Monash University - Faculty of Medicine,Clayton,,I,
1091402,Monash University - Caulfield campus,Caulfield East,,I,
1091403,Monash University - Peninsula Campus,Frankston,,I,
1091404,Monash University - Gippsland Campus,Churchill,,I,
1091405,Monash University - Berwick Campus,Berwick,,I,
1091406,Monash University - Parkville Campus,Parkville,,I,
1091407,Monash University - Malaysia Campus,Petaling Jaya,,I,
1091408,Monash University - South Africa Campus,Ruimsig,,I,
1091500,University of East Anglia,Norwich,,I,
1091501,University of East Anglia - London,London,,I,
1091700,Univ of Rajasthan,India,,I,
1091800,Univ de Laguna,Canarias,,I,
1091900,Midwest College of Engineering,Glen Ellyn,IL,I,17
1092200,University of Puerto Rico - Utuado,Utuado,PR,I,72
1092201,University of Puerto Rico - Aguadilla Regional College,Ramey,PR,I,72
1092202,Univeristy of Puerto Rico - Arecibo University Tech,Arecibo,PR,I,72
1092203,University of Puerto Rico - Bayamon Technological University,Bayamon,PR,I,72
1092204,University of Puerto Rico - Carolina Regional College,Carolina,PR,I,72
1092205,University of Puerto Rico - Ponce Technological University,Ponce,PR,I,72
1092206,University of Puerto Rico - La Montana Regional College,Utuado,PR,I,72
1092300,Union Institute & University,Cincinnati,OH,I,39
1092301,Union Institute & University - Experimenting Colleges & Universities,Yellow Springs,OH,I,39
1092302,Union Institute & University - Sacramento Center,Sacramento,CA,I,6
1092303,Union Institute & University - Los Angeles Center,Los Angeles,CA,I,6
1092304,Union Institute & University - San Diego,San Diego,CA,I,6
1092305,Union Institute & University - Miami Center,Hollywood,FL,I,12
1092306,Union Institute & University - Vermont Center,Montepelier,VT,I,50
1092307,Union Institute & University - Brattleboro Center,Brattleboro,VT,I,50
1092308,Union Institute & University - Brattleboro Center,Brattleboro,VT,I,50
1092400,University Hospital School of Medical Techlgy,San Diego,CA,I,6
1092600,Balin Inst of Techlgy,Atlanta,GA,I,13
1092601,Branch Campus,Oceanside,CA,I,6
1092602,Branch Campus,Anaheim,CA,I,6
1092603,Branch Campus,Tustin,CA,I,6
1092700,Gaines Pressley Professor School of Cosm,Marietta,GA,I,13
1092800,Sacred Heart Hospital School of Medical Techlgy,Idaho Falls,ID,I,16
1093000,Suburban Technical School,Hempstead,NY,I,36
1093001,Suburban Technical School -,Ronkonkoma,NY,I,36
1093002,Suburban Technical School - Harris School of Business - Upper Darby,Upper Darby,PA,I,42
1093100,Nazareth Hospital School of Anesthesia For Nurses,Philadelphia,PA,I,42
1093200,Albert Einstein Medical Center School of Radiologic Technology,Philadelphia,PA,I,42
1093300,Richard & Josephs Artistic School of Hair Design,Tyler,TX,I,48
1093400,Griffin College,Seattle,WA,I,53
1093401,Branch Campus,Tacoma,WA,I,53
1093402,Branch Campus,Bellevve,WA,I,53
1093500,Akademie Industrielle Vormgeving,Eindhoven,,I,
1093600,Rhode Island Hospital School of Respiratory Therapy,Providence,RI,I,44
1093700,Univ De Haute,France,,I,
1093800,Universidad de Guanajuato,Guanajuato,,I,
1093801,"Facultad De Ingenieria Mecanica, Electrica Y Electronica",Salamanca,,I,
1093900,Champlain Vly Physicans Hospital School of Nursing,Plattsburgh,NY,I,36
1094000,Community Medical Center School of Nursing,Scranton,PA,I,42
1094100,Virginia Baptist Hospital School Of Nursing,Lynchburg,VA,I,51
1094200,University of Oxford - St Hugh's College,Oxford,,I,
1094300,Rabbinical College Beth Shraga,Monsey,NY,I,36
1094400,Yeshiva Chofetz Chaim Radin,Suffern,NY,I,36
1094500,Nationwide Beauty Academy,Reynoldsburg,OH,I,39
1094900,Albert Beatrice School of Beauty Culture,New London,CT,I,9
1095000,Ft Wayne Community School of Health Occupations,Ft Wayne,IN,I,18
1095100,Adult Vocational Education,Saint Louis,MO,I,29
